Participant,MAAS_1,MAAS_2,MAAS_3,MAAS_4,MAAS_5,MAAS_6,MAAS_7,MAAS_8,MAAS_9,MAAS_10,MAAS_11,MAAS_12,MAAS_13,MAAS_14,MAAS_15,Nomo1_1,Nomo1_2,Nomo1_3,Nomo1_4,Nomo1_5,Nomo1_6,Nomo1_7,Nomo1_8,Nomo1_9,Nomo2_1,Nomo2_2,Nomo2_3,Nomo2_4,Nomo2_5,Nomo2_6,Nomo2_7,Nomo2_8,Nomo2_9,Nomo2_10,Nomo2_11,sleep_hours,sleep_quality,sleep_effects,sleep_onset,sleep_phone,SSS-1,SSS-2,SSS-3,SSS-4,SSS-5,SSS-6,SSS-7,SSS-8,SSS-9,SSS-10,SSS-11,SSS-12,SSS-13,SSS-14,SSS-15,SSS-16,SSS-17,SSS-18,SSS-19,SSS-20,SSS-21,SSS-22,SSS-23,SSS-24,SSS-25,SSS-26,SSS-27,SSS-28,SSS-29,SSS-30,SSS-31,SSS-32,SSS-33,SSS-34,SSS-35,SSS-36,SSS-37,SSS-38,SSS-39,SSS-40,Reliance_1,Reliance_2,Reliance_3,Reliance_4,Reliance_5,Reliance_6,Reliance_7,Reliance_8,Reliance_9,Reliance_10,Reliance_11,Reliance_12,Reliance_13,ASRS1_1,ASRS1_2,ASRS1_3,ASRS1_4,ASRS1_5,ASRS1_6,ASRS2_1,ASRS2_2,ASRS2_3,ASRS2_4,ASRS2_5,ASRS2_6,ASRS2_7,ASRS2_8,ASRS2_9,ASRS2_10,ASRS2_11,ASRS2_12,Sex,Gender,Age,Race(s),OwnSP,SPhours_1,OwnSW,id,ADHD1,ADHD2,ADHD3,ADHD4,ADHD5,ADHD6,ADHD7,ADHD8,ADHD9,ADHD10,ADHD11,ADHD12,ADHD13,ADHD14,ADHD15,ADHD16,ADHD17,ADHD18
68,4,6,5,3,2,2,2,3,3,2,4,3,4,3,3,2,3,1,2,1,2,1,2,1,2,2,2,2,3,2,1,1,1,1,1,6,2,4,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,2,1,1,2,1,1,3,1,1,1,2,0,1,2,4,2,1,1,2,1,4,0,3,2,3,2,1,1,2,2,2,1,1,3,1,18265,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0
69,3,5,4,1,2,6,2,2,1,1,2,1,3,2,1,5,6,6,6,3,2,3,7,5,3,7,5,5,6,5,2,1,1,3,2,5,2,3,7,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,4,2,2,3,2,3,4,2,2,3,4,4,4,4,2,0,3,4,2,2,3,1,0,4,1,3,2,1,0,1,1,2,2,2,1,1,5.7,1,20251,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0
70,5,5,5,3,5,2,4,4,4,3,4,3,3,5,2,5,5,4,6,4,5,4,3,6,4,5,5,5,6,4,3,3,4,3,3,7,3,3,3,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,4,4,3,3,2,3,2,3,4,4,4,2,2,1,1,0,1,3,2,1,2,2,2,1,1,2,1,2,3,1,1,2,2,2,1,1,5.1,1,22351,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
71,4,4,4,3,5,4,3,3,3,3,3,4,2,3,3,2,5,3,5,3,2,3,4,5,3,5,3,4,3,3,2,1,2,3,3,8,3,3,3,2,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,3,3,2,2,2,2,4,4,1,4,2,4,4,2,2,1,2,3,3,1,2,2,2,3,1,3,3,2,2,2,2,2,2,1,1,1,3.9,2,22186,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1
72,4,2,3,2,5,5,5,5,2,3,2,4,3,3,2,4,6,3,6,6,4,6,5,5,6,6,6,6,6,6,6,6,6,6,6,8,4,3,3,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,4,4,3,3,4,4,4,4,3,4,4,3,2,1,1,2,2,3,2,2,3,1,2,2,1,2,2,1,1,1,1,2,2,3,1,1,5.4,2,17968,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
73,4,6,5,4,5,2,2,2,4,4,2,2,1,2,1,5,6,3,5,7,1,3,5,6,6,7,6,6,7,5,3,2,3,5,5,6,4,2,3,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,4,2,4,5,5,2,3,2,2,2,4,1,1,2,1,2,3,3,2,1,2,1,0,2,0,1,2,1,0,0,0,1,1,2,1,1,6,2,21916,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
74,6,5,4,5,5,3,4,4,4,3,2,6,1,5,3,4,6,2,5,1,1,6,3,3,4,5,3,3,7,3,1,1,1,2,2,7,3,2,3,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,4,2,2,1,3,2,5,1,2,3,3,2,4,3,2,2,4,1,1,2,3,1,1,2,0,2,3,2,2,1,2,2,2,3,1,1,7.5,1,22354,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1
75,3,4,3,2,2,2,2,3,2,2,4,1,3,2,3,6,7,6,6,6,3,6,6,6,6,6,6,6,6,6,3,3,3,6,3,6,3,3,5,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,4,4,4,2,4,4,2,3,4,3,3,3,2,1,1,1,3,1,1,2,2,2,1,1,2,2,1,2,3,3,2,2,1,1,1,5.8,1,21943,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1
76,6,6,6,5,6,2,6,6,3,6,6,6,1,6,6,5,5,5,5,5,3,1,5,5,5,5,5,5,5,5,2,2,2,5,1,10,4,5,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,3,2,3,5,4,3,5,5,2,5,3,4,4,1,0,0,1,1,1,0,2,0,0,2,1,1,0,0,0,0,1,2,2,5,1,1,3.9,1,19279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,4,5,5,3,3,4,3,4,5,4,6,5,2,3,2,5,6,2,6,3,1,2,5,5,2,3,3,3,6,2,2,1,1,6,1,7,3,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,2,2,2,4,2,2,4,1,4,4,4,5,5,1,2,1,3,2,1,1,3,1,2,2,0,2,2,1,1,1,1,2,2,3,1,1,3,2,19861,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78,5,5,4,2,5,1,3,3,3,4,3,5,3,3,5,5,6,5,5,3,5,5,5,3,5,6,3,6,3,6,1,1,1,5,2,7,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,2,2,2,2,2,2,4,2,2,2,2,2,2,1,1,2,3,1,1,2,2,2,2,2,1,2,0,1,0,1,1,2,2,1,1,1,3.9,1,22417,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79,2,4,5,3,4,3,3,3,2,3,3,4,1,2,4,6,6,4,4,5,5,2,5,3,6,6,5,5,5,3,2,1,2,6,5,6,5,4,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,2,2,2,4,2,2,4,2,1,3,3,4,4,2,1,2,3,3,3,2,3,1,2,3,1,2,1,2,2,1,1,2,2,1,1,1,4,2,21871,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0
80,3,5,3,4,5,5,5,5,5,4,3,3,4,4,2,2,3,3,3,4,3,5,5,3,5,5,5,5,5,5,3,3,3,3,2,7,3,3,4,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,2,3,1,4,4,2,4,4,2,2,1,3,3,3,2,3,2,3,2,1,2,1,2,1,1,1,2,2,2,1,1,8,1,21883,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
81,3,4,3,1,5,2,3,4,5,3,3,3,5,3,6,5,6,6,7,1,1,7,2,5,6,6,6,6,6,1,1,1,1,1,1,8,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,4,4,4,4,1,5,5,2,2,4,4,5,5,2,0,0,2,3,3,2,3,1,0,0,0,3,2,0,1,0,1,1,1,5,1,1,1.9,1,12241,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
82,5,6,2,2,6,5,2,4,2,4,2,6,3,4,6,2,6,1,5,3,2,2,1,1,5,6,4,6,3,4,1,1,1,1,1,7,3,3,4,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,1,2,3,4,1,1,1,3,4,5,1,1,2,1,3,2,1,2,2,1,1,1,2,0,0,0,0,1,2,2,9,1,1,2.5,2,15721,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
83,3,6,4,3,6,1,5,4,5,4,4,4,4,5,6,6,7,6,7,7,4,5,6,7,6,6,6,6,6,5,3,2,4,2,2,8,4,3,3,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,5,5,4,5,3,4,5,4,2,5,2,5,5,0,1,0,2,4,3,1,2,1,0,3,1,3,1,2,2,2,1,1,1,4,1,1,7.6,2,22321,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
84,3,5,3,2,4,5,4,4,2,3,4,4,2,3,3,6,5,4,3,3,2,4,5,3,4,5,2,3,5,4,2,1,4,1,1,6,3,3,7,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,4,3,3,4,2,2,3,2,3,4,4,2,4,2,1,0,2,2,2,2,2,2,1,2,0,2,3,2,3,3,3,2,2,1,1,1,4.9,1,20008,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1
85,2,2,3,5,5,1,2,2,3,2,1,2,1,1,1,3,5,3,5,6,5,2,5,3,5,5,3,3,5,2,1,3,1,1,1,7,4,1,2,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,2,2,2,2,4,2,5,2,2,5,4,5,4,1,0,4,3,4,1,1,3,4,4,4,2,3,3,4,4,4,3,2,2,3,1,1,4.1,2,16717,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
86,4,4,3,3,2,4,3,5,4,3,3,2,2,3,5,6,6,5,5,4,5,4,5,5,5,5,5,5,5,4,3,3,3,5,4,7,4,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,3,2,4,3,2,2,4,1,4,3,3,3,2,1,2,1,2,3,3,1,2,2,1,1,0,2,2,1,2,1,0,2,2,5,1,1,6,2,22150,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
87,4,5,2,2,3,3,3,2,2,3,3,3,2,3,4,5,6,5,6,6,5,6,6,6,6,7,6,6,7,6,5,5,5,5,4,8,3,3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,4,4,4,4,4,4,4,3,3,4,4,4,4,2,2,1,3,3,2,2,3,2,1,2,1,3,4,2,2,3,2,2,2,3,"1,5",1,5,1,14935,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1
88,4,5,4,2,3,2,2,1,1,3,2,2,4,4,4,6,6,3,6,5,6,6,7,5,5,6,5,5,5,5,5,4,4,2,5,10,3,4,5,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,4,3,4,3,2,4,4,2,3,4,4,5,5,2,1,0,4,2,4,1,3,2,0,3,1,1,3,3,2,3,1,2,2,1,1,1,5,1,21892,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0
89,6,6,4,2,6,3,5,5,5,5,3,6,6,6,6,2,5,2,5,2,1,2,1,5,1,1,1,2,1,1,1,1,1,1,2,8,3,2,4,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,4,3,2,2,2,2,4,4,2,3,3,4,3,0,0,2,2,1,2,1,3,0,1,2,0,1,3,1,2,1,1,2,2,3,1,1,2,1,16693,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
90,6,5,4,4,3,5,4,5,2,3,2,5,2,5,5,4,6,5,5,3,4,4,5,6,5,6,5,6,6,5,4,5,5,6,4,9,4,3,3,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,4,2,4,4,3,4,4,4,3,4,4,3,4,2,2,1,3,2,3,1,2,2,3,3,3,2,1,2,2,1,1,2,2,1,1,1,5.4,2,22309,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0
91,3,5,4,1,3,2,3,1,3,1,3,1,1,1,1,2,4,2,4,2,1,3,2,4,2,3,2,5,5,3,2,1,1,1,1,10,2,3,3,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,2,1,1,2,3,2,3,3,3,4,3,3,4,2,2,4,2,3,2,1,2,1,2,2,0,2,3,1,2,0,1,2,2,2,1,1,3.9,2,19993,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
92,4,6,5,4,5,2,5,5,5,4,4,3,3,4,4,6,6,3,5,2,2,5,3,6,3,3,5,3,5,2,4,5,4,4,2,8,4,2,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,4,2,2,3,2,2,4,2,2,4,3,2,4,1,1,1,3,2,1,2,3,1,1,1,0,1,1,2,2,2,1,2,2,5,1,1,5,2,12733,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
93,6,3,2,4,5,2,4,3,2,5,4,3,1,2,5,5,3,2,5,4,2,3,2,6,5,3,5,5,3,3,2,2,2,2,3,8,2,3,3,2,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,4,2,2,3,2,3,4,2,2,2,4,2,2,3,2,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,4,2,20497,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
94,3,5,5,2,3,4,6,2,2,4,3,4,3,3,5,5,6,4,6,6,6,7,7,5,6,6,5,6,6,4,4,5,5,3,3,7,3,3,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,4,4,4,5,4,5,5,3,4,4,4,2,2,0,1,1,1,1,1,2,4,2,2,3,0,1,1,1,0,0,0,1,1,2,1,1,3.7,1,21970,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
95,3,6,3,1,2,3,3,4,2,4,4,4,4,4,3,6,7,7,7,7,5,5,5,6,6,7,3,6,7,4,5,6,6,6,7,6,2,1,4,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,4,3,3,3,3,4,5,1,1,3,4,3,5,4,0,0,1,3,2,2,3,3,3,2,2,3,2,2,2,2,1,2,2,2,1,1,8,1,21136,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0
96,4,4,2,2,4,3,3,3,4,4,4,3,3,3,3,6,6,6,6,5,3,4,3,6,6,6,6,6,6,6,5,5,5,5,4,5,3,3,13,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,4,4,3,5,4,3,4,3,4,4,4,4,4,2,2,2,2,2,2,2,3,3,3,3,2,3,3,1,3,2,2,2,2,2,1,1,7,2,22447,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1
97,4,6,3,2,5,3,5,4,5,6,5,6,2,4,3,5,6,2,6,3,2,3,2,6,5,3,3,5,3,2,5,6,6,5,6,8,2,2,3,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,4,4,2,2,2,4,4,4,4,5,4,4,4,1,1,2,4,3,1,2,3,1,1,1,1,2,1,0,1,1,1,2,2,2,1,1,5,2,20278,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
98,4,6,5,3,3,4,3,3,4,3,4,5,5,4,6,1,2,4,2,4,5,4,2,4,2,2,1,1,2,1,1,1,1,1,1,9,4,4,7,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,4,1,2,2,2,1,1,2,2,2,4,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,21946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,3,5,3,1,5,6,5,5,4,5,2,5,3,5,4,4,5,3,6,4,2,5,7,7,6,6,6,6,6,5,3,4,3,4,4,7,4,2,2,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,4,4,4,4,3,3,5,2,3,3,4,4,4,4,1,2,4,4,1,2,4,1,1,2,1,3,1,3,4,4,3,2,2,1,1,1,4.8,2,22228,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1
100,2,6,5,3,6,4,1,1,2,2,1,1,3,3,6,5,6,2,7,4,6,6,5,5,7,7,5,7,5,6,2,1,6,4,3,6,3,2,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,5,3,5,5,5,5,3,5,5,5,1,4,1,0,0,1,0,0,1,1,2,0,2,0,1,0,0,0,1,0,2,2,3,1,1,4.7,1,22261,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
101,3,5,4,6,4,3,4,4,4,5,4,6,4,5,6,5,5,5,6,5,4,4,6,7,4,4,5,5,4,4,4,5,4,5,5,7,3,3,3,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,4,4,4,4,4,2,3,3,3,4,3,5,5,2,1,0,3,2,2,2,3,2,1,2,1,2,0,2,1,1,1,1,1,6,1,1,5.5,2,22222,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
102,3,6,3,4,6,5,5,5,5,5,4,6,4,5,5,5,5,4,4,2,2,2,3,6,4,5,2,4,4,4,2,2,2,2,5,7,3,4,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,2,3,2,2,2,3,2,4,4,3,4,3,2,1,0,2,2,2,1,1,1,1,2,0,2,1,2,0,1,0,2,2,3,6,1,6.1,2,22438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,3,5,5,6,6,6,4,5,4,5,5,6,5,5,3,6,6,5,5,2,2,5,4,5,3,6,5,5,7,1,1,1,1,1,1,8,4,4,2,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,3,2,2,3,2,2,4,1,1,1,1,2,4,0,0,2,2,4,3,1,3,1,2,3,2,3,1,2,1,1,1,2,2,2,1,1,4.2,2,22105,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0
104,4,3,4,2,5,1,2,2,2,2,2,1,1,2,2,6,7,7,7,7,5,6,7,7,7,6,6,7,7,7,3,5,5,6,6,6,2,1,7,2,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,5,4,4,5,5,5,5,4,2,5,3,4,5,3,1,0,2,4,2,2,3,1,2,3,1,1,0,1,3,2,2,2,2,3,1,1,3.7,2,22441,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
105,5,3,4,3,5,2,5,3,4,4,4,5,2,2,5,5,3,4,3,5,2,5,5,5,5,5,3,3,4,4,2,4,4,4,4,7,3,3,3,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,4,3,1,4,2,3,4,1,1,3,3,3,3,2,0,0,2,4,3,2,3,2,0,3,1,3,3,3,1,2,2,2,2,2,1,1,2.5,1,22375,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1
106,3,2,2,4,2,5,3,3,1,3,2,4,2,4,3,6,7,7,7,5,5,6,6,6,5,6,6,5,6,5,5,6,5,4,5,7,3,1,7,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,4,4,4,4,4,4,5,4,3,4,4,3,4,2,1,2,4,1,1,4,4,2,1,4,1,1,1,3,2,2,2,2,2,5,1,1,7,2,21967,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1
107,5,6,5,2,3,4,3,3,4,4,2,6,2,5,5,6,5,2,3,4,2,1,5,6,5,5,5,5,3,3,1,2,5,1,5,7,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,4,2,4,5,3,2,5,2,2,3,3,2,4,0,0,1,2,4,1,1,3,2,0,2,0,4,1,0,1,0,1,2,2,3,1,1,5,2,16207,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
108,5,6,5,5,6,4,5,5,5,4,4,6,4,4,6,4,5,3,2,3,2,2,3,5,2,5,2,2,3,2,2,1,1,1,1,7,5,5,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,3,2,3,3,2,2,3,4,2,4,3,4,3,0,0,0,3,2,2,2,2,1,0,3,0,1,0,1,1,0,0,2,2,1,1,1,2.6,1,22195,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
109,1,5,2,6,6,5,4,5,4,1,2,6,2,3,4,7,7,6,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,13,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5,4,5,5,3,5,5,5,5,5,5,3,5,3,1,1,0,4,3,2,3,2,1,4,1,4,1,3,3,3,0,2,2,1,1,1,5,2,22243,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0
110,2,6,3,5,5,2,6,5,6,5,3,4,1,3,1,3,5,5,3,5,1,2,7,5,3,6,5,5,5,3,1,2,1,2,2,7,3,4,7,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,3,2,3,4,2,4,4,4,4,5,1,1,3,4,4,3,2,2,2,1,2,2,3,1,2,3,2,1,2,2,1,1,1,2,2,22363,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
111,3,4,4,5,2,1,2,4,4,3,4,3,2,5,6,5,4,3,6,3,3,3,7,6,5,6,3,3,2,2,2,6,6,1,4,8,4,2,11,2,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4,3,2,4,2,2,4,2,4,4,5,3,4,2,2,4,4,0,3,4,1,0,3,0,0,2,3,3,1,0,2,1,1,2,1,1,5,2,21991,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1
112,2,5,1,2,4,1,3,5,3,6,4,2,1,3,3,5,6,3,3,3,1,1,3,2,5,6,5,5,4,5,1,1,1,4,1,8,4,4,4,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,2,2,4,1,2,3,3,4,4,2,1,1,2,4,2,2,3,3,3,4,3,4,2,4,4,2,3,2,2,2,"1,2,3",1,5,2,22393,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
113,3,3,2,2,3,2,2,2,2,2,2,3,2,2,2,7,6,5,6,5,4,7,6,7,6,6,6,6,6,5,5,5,6,4,6,6,3,3,4,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,4,4,4,4,5,3,4,4,3,4,2,5,4,3,3,2,3,3,3,2,2,1,3,3,1,3,2,2,4,2,2,2,2,1,1,1,5.7,2,21898,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1
