"","Participant","MAAS_1","MAAS_2","MAAS_3","MAAS_4","MAAS_5","MAAS_6","MAAS_7","MAAS_8","MAAS_9","MAAS_10","MAAS_11","MAAS_12","MAAS_13","MAAS_14","MAAS_15","Nomo1_1","Nomo1_2","Nomo1_3","Nomo1_4","Nomo1_5","Nomo1_6","Nomo1_7","Nomo1_8","Nomo1_9","Nomo2_1","Nomo2_2","Nomo2_3","Nomo2_4","Nomo2_5","Nomo2_6","Nomo2_7","Nomo2_8","Nomo2_9","Nomo2_10","Nomo2_11","sleep_hours","sleep_quality","sleep_effects","sleep_onset","sleep_phone","SSS.1","SSS.2","SSS.3","SSS.4","SSS.5","SSS.6","SSS.7","SSS.8","SSS.9","SSS.10","SSS.11","SSS.12","SSS.13","SSS.14","SSS.15","SSS.16","SSS.17","SSS.18","SSS.19","SSS.20","SSS.21","SSS.22","SSS.23","SSS.24","SSS.25","SSS.26","SSS.27","SSS.28","SSS.29","SSS.30","SSS.31","SSS.32","SSS.33","SSS.34","SSS.35","SSS.36","SSS.37","SSS.38","SSS.39","SSS.40","Reliance_1","Reliance_2","Reliance_3","Reliance_4","Reliance_5","Reliance_6","Reliance_7","Reliance_8","Reliance_9","Reliance_10","Reliance_11","Reliance_12","Reliance_13","ASRS1_1","ASRS1_2","ASRS1_3","ASRS1_4","ASRS1_5","ASRS1_6","ASRS2_1","ASRS2_2","ASRS2_3","ASRS2_4","ASRS2_5","ASRS2_6","ASRS2_7","ASRS2_8","ASRS2_9","ASRS2_10","ASRS2_11","ASRS2_12","Sex","Gender","Age","Race.s.","OwnSP","SPhours_1","OwnSW","id","ADHD1","ADHD2","ADHD3","ADHD4","ADHD5","ADHD6","ADHD7","ADHD8","ADHD9","ADHD10","ADHD11","ADHD12","ADHD13","ADHD14","ADHD15","ADHD16","ADHD17","ADHD18","MAAS_avg","NOMO_sum","ADHD_sum","SSS_sum","reliance_sum","ADHD_z","NOMO_z","SSS_z","reliance_z","MAAS_z","SSS_TAS","SSS_ES","SSS_Dis","SSS_BS"
"94",99,3,5,3,1,5,6,5,5,4,5,2,5,3,5,4,4,5,3,6,4,2,5,7,7,6,6,6,6,6,5,3,4,3,4,4,7,4,2,2,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,4,4,4,4,3,3,5,2,3,3,4,4,4,4,1,2,4,4,1,2,4,1,1,2,1,3,1,3,4,4,3,2,2,1,"1",1,4.8,2,22228,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,4.06666666666667,96,10,23,47,1.13342770076113,0.655007137507171,0.826449825113175,0.640165309911835,0.529555513122977,8,6,6,3
"95",100,2,6,5,3,6,4,1,1,2,2,1,1,3,3,6,5,6,2,7,4,6,6,5,5,7,7,5,7,5,6,2,1,6,4,3,6,3,2,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,5,3,5,5,5,5,3,5,5,5,1,4,1,0,0,1,0,0,1,1,2,0,2,0,1,0,0,0,1,0,2,2,3,"1",1,4.7,1,22261,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.06666666666667,99,1,14,55,-1.57201494149044,0.785972782045616,-0.710284989407174,1.54567450190307,-0.749766716599858,9,3,0,1
"97",102,3,6,3,4,6,5,5,5,5,5,4,6,4,5,5,5,5,4,4,2,2,2,3,6,4,5,2,4,4,4,2,2,2,2,5,7,3,4,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,2,3,2,2,2,3,2,4,4,3,4,3,2,1,0,2,2,2,1,1,1,1,2,0,2,1,2,0,1,0,2,2,3,"6",1,6.1,2,22438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73333333333333,69,1,11,37,-1.57201494149044,-0.523683663338839,-1.22252992758062,-0.491721180077207,1.38243699960487,4,3,1,2
"98",103,3,5,5,6,6,6,4,5,4,5,5,6,5,5,3,6,6,5,5,2,2,5,4,5,3,6,5,5,7,1,1,1,1,1,1,8,4,4,2,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,3,2,2,3,2,2,4,1,1,1,1,2,4,0,0,2,2,4,3,1,3,1,2,3,2,3,1,2,1,1,1,2,2,2,"1",1,4.2,2,22105,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,4.86666666666667,72,7,24,28,0.231613486677275,-0.392718018800394,0.997198137837658,-1.51041902106735,1.55301329690125,9,8,5,2
"99",104,4,3,4,2,5,1,2,2,2,2,2,1,1,2,2,6,7,7,7,7,5,6,7,7,7,6,6,7,7,7,3,5,5,6,6,6,2,1,7,2,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,5,4,4,5,5,5,5,4,2,5,3,4,5,3,1,0,2,4,2,2,3,1,2,3,1,1,0,1,3,2,2,2,2,3,"1",1,3.7,2,22441,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,2.33333333333333,124,6,24,56,-0.0689912513506776,1.87735315319933,0.997198137837658,1.65886315090197,-1.68793635172994,8,6,7,3
"100",105,5,3,4,3,5,2,5,3,4,4,4,5,2,2,5,5,3,4,3,5,2,5,5,5,5,5,3,3,4,4,2,4,4,4,4,7,3,3,3,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,4,3,1,4,2,3,4,1,1,3,3,3,3,2,0,0,2,4,3,2,3,2,0,3,1,3,3,3,1,2,2,2,2,2,"1",1,2.5,1,22375,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,3.73333333333333,79,10,20,35,1.13342770076113,-0.0871315148773541,0.314204886939725,-0.718098478075016,0.103114769882032,6,6,4,4
"101",106,3,2,2,4,2,5,3,3,1,3,2,4,2,4,3,6,7,7,7,5,5,6,6,6,5,6,6,5,6,5,5,6,5,4,5,7,3,1,7,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,4,4,4,4,4,4,5,4,3,4,4,3,4,2,1,2,4,1,1,4,4,2,1,4,1,1,1,3,2,2,2,2,2,5,"1",1,7,2,21967,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,2.86666666666667,113,10,27,51,1.13342770076113,1.3971457898917,1.50944307601111,1.09291990590745,-1.00563116254443,8,6,8,4
"102",107,5,6,5,2,3,4,3,3,4,4,2,6,2,5,5,6,5,2,3,4,2,1,5,6,5,5,5,5,3,3,1,2,5,1,5,7,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,4,2,4,5,3,2,5,2,2,3,3,2,4,0,0,1,2,4,1,1,3,2,0,2,0,4,1,0,1,0,1,2,2,3,"1",1,5,2,16207,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,3.93333333333333,74,4,8,41,-0.670200727406583,-0.305407589108097,-1.73477486575407,-0.0389665840815901,0.358979215826599,3,1,1,2
"103",108,5,6,5,5,6,4,5,5,5,4,4,6,4,4,6,4,5,3,2,3,2,2,3,5,2,5,2,2,3,2,2,1,1,1,1,7,5,5,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,3,2,3,3,2,2,3,4,2,4,3,4,3,0,0,0,3,2,2,2,2,1,0,3,0,1,0,1,1,0,0,2,2,1,"1",1,2.6,1,22195,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.93333333333333,51,2,12,38,-1.27141020346249,-1.30947753056951,-1.05178161485614,-0.378532531078303,1.63830144554944,2,2,7,0
"104",110,2,6,3,5,5,2,6,5,6,5,3,4,1,3,1,3,5,5,3,5,1,2,7,5,3,6,5,5,5,3,1,2,1,2,2,7,3,4,7,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,3,2,3,4,2,4,4,4,4,5,1,1,3,4,4,3,2,2,2,1,2,2,3,1,2,3,2,1,2,2,1,"1",1,2,2,22363,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,3.8,71,8,9,38,0.532218224705228,-0.436373233646542,-1.56402655302959,-0.378532531078303,0.188402918530221,4,2,1,1
"106",112,2,5,1,2,4,1,3,5,3,6,4,2,1,3,3,5,6,3,3,3,1,1,3,2,5,6,5,5,4,5,1,1,1,4,1,8,4,4,4,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,2,2,4,1,2,3,3,4,4,2,1,1,2,4,2,2,3,3,3,4,3,4,2,4,4,2,3,2,2,2,"1,2,3",1,5,2,22393,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,3,65,11,23,29,1.43403243878909,-0.698304522723433,0.826449825113175,-1.39723037206844,-0.835054865248048,8,4,8,2
"107",113,3,3,2,2,3,2,2,2,2,2,2,3,2,2,2,7,6,5,6,5,4,7,6,7,6,6,6,6,6,5,5,5,6,4,6,6,3,3,4,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,4,4,4,4,5,3,4,4,3,4,2,5,4,3,3,2,3,3,3,2,2,1,3,3,1,3,2,2,4,2,2,2,2,1,"1",1,5.7,2,21898,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,2.26666666666667,114,11,21,50,1.43403243878909,1.44080100473784,0.484953199664208,0.979731256908548,-1.77322450037813,2,5,7,6
"108",114,4,3,4,2,4,4,4,4,2,3,3,3,3,4,5,6,6,5,6,3,2,4,4,3,2,3,3,3,3,2,2,3,2,2,1,7,3,3,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,4,3,2,4,2,3,2,2,4,4,4,4,4,2,1,1,1,1,2,2,3,2,1,2,0,1,2,1,1,1,1,2,2,2,"1",1,4,2,17344,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.46666666666667,65,3,19,42,-0.970805465434535,-0.698304522723433,0.143456574215242,0.0742220649173141,-0.238037824710724,4,4,6,5
"109",115,4,5,4,2,5,1,2,4,3,3,4,5,2,3,3,5,6,4,5,5,3,5,3,5,5,6,6,6,5,6,3,2,2,4,5,6,3,2,3,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,4,3,2,4,4,3,4,2,2,3,3,5,4,2,1,1,2,4,3,2,3,1,2,3,1,3,3,2,3,2,2,2,2,2,"1",1,5,2,22027,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,3.33333333333333,91,9,12,43,0.83282296273318,0.436731063276428,-1.05178161485614,0.187410713916218,-0.408614122007102,5,4,2,1
"111",117,3,5,4,1,2,6,3,4,1,1,6,2,2,3,2,2,2,1,1,1,4,5,1,4,1,1,1,1,1,1,1,1,1,1,4,7,4,3,1,2,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,2,1,1,3,1,3,2,1,1,1,3,4,4,3,1,2,2,4,4,2,3,1,2,2,1,2,3,1,1,0,2,2,2,3,"1",1,5,1,21874,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,3,35,7,26,27,0.231613486677275,-2.00796096810789,1.33869476328662,-1.62360767006625,-0.835054865248048,10,6,6,3
"112",118,6,5,4,3,5,3,5,5,6,5,4,5,4,5,6,5,6,1,6,4,2,4,5,1,3,4,4,3,4,2,1,1,1,3,1,6,3,3,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,2,2,3,2,3,2,4,1,1,1,2,1,4,0,1,1,4,2,0,0,1,0,3,2,0,0,1,2,2,0,1,2,2,5,"1",1,9,2,13075,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.73333333333333,61,3,10,28,-0.970805465434535,-0.872925382108028,-1.39327824030511,-1.51041902106735,1.38243699960487,4,0,5,0
"113",119,4,2,4,6,2,2,2,5,2,6,6,2,6,6,2,2,7,1,7,7,7,6,2,6,6,6,6,6,6,6,6,2,2,6,2,8,4,5,5,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,4,4,4,4,4,4,4,2,4,4,4,4,4,4,1,1,1,4,1,3,3,3,3,1,3,1,3,3,3,1,1,2,2,3,"1",1,4,2,17932,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,3.8,99,10,19,50,1.13342770076113,0.785972782045616,0.143456574215242,0.979731256908548,0.188402918530221,7,6,5,1
"114",120,2,6,2,2,4,3,4,3,4,3,5,6,2,4,4,3,3,2,5,2,4,2,1,7,5,6,5,5,5,2,1,1,1,6,1,8,5,4,2,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,4,2,1,4,4,2,3,2,4,4,3,4,4,2,1,3,1,4,4,2,3,3,3,3,1,3,2,1,3,1,0,2,2,3,"1",1,2,2,20743,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,3.6,67,10,26,41,1.13342770076113,-0.610994093031136,1.33869476328662,-0.0389665840815901,-0.0674615274143462,9,7,4,6
"115",121,5,3,4,4,3,5,4,4,4,4,3,3,3,3,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,2,2,2,2,2,2,8,4,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,2,2,4,4,4,2,2,2,2,3,4,4,4,3,1,1,2,2,2,2,2,1,1,2,0,1,1,2,1,1,2,2,2,2,"1",1,5,2,22426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.73333333333333,80,2,12,39,-1.27141020346249,-0.0434763000312056,-1.05178161485614,-0.265343882079399,0.103114769882032,6,3,2,1
"116",122,3,5,2,2,4,3,3,4,4,3,2,3,1,3,2,4,5,5,4,5,5,3,5,5,5,5,4,5,4,3,2,4,4,4,5,6,3,2,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,4,3,4,5,4,3,4,3,4,4,4,5,4,1,2,2,3,3,2,2,2,2,2,3,0,3,3,2,2,1,2,2,2,1,"1",1,4,2,20308,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,2.93333333333333,86,10,13,51,1.13342770076113,0.218454989045686,-0.881033302131657,1.09291990590745,-0.920343013896237,8,2,2,0
"117",123,3,5,3,2,5,6,3,4,4,4,2,4,1,3,5,6,5,2,5,7,5,7,7,6,6,6,6,6,6,6,2,2,3,1,6,7,2,3,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,4,4,5,4,4,4,3,4,3,3,4,2,1,1,3,3,3,1,4,1,1,2,1,3,4,2,1,2,2,2,2,2,"1",1,4,2,22399,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,3.6,100,8,10,50,0.532218224705228,0.829627996891765,-1.39327824030511,0.979731256908548,-0.0674615274143462,2,5,1,2
"119",125,3,3,2,1,4,1,3,3,2,3,3,2,2,2,3,6,6,6,6,6,1,7,7,7,7,7,7,7,7,5,5,6,6,7,6,6,2,3,4,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,4,4,2,3,3,3,3,3,3,3,3,3,4,3,3,2,2,2,"1,3",1,6.1,2,22174,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2.46666666666667,122,15,22,65,2.6364513909009,1.79004272350703,0.655701512388691,2.67756099189211,-1.51736005443356,9,5,7,0
"120",126,3,5,4,5,2,6,4,4,3,4,3,4,2,4,3,2,3,2,2,2,2,2,4,4,6,6,5,5,5,3,2,2,2,6,2,8,3,2,3,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,2,1,2,3,4,1,3,3,3,4,3,1,1,0,2,2,2,2,2,1,1,2,0,2,1,1,1,0,0,2,2,4,"1,3",1,5,2,14401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73333333333333,67,0,16,31,-1.87261967951839,-0.610994093031136,-0.368788363958207,-1.17085307407063,0.103114769882032,5,6,4,0
"121",127,6,5,6,6,6,6,6,6,6,6,6,6,2,6,6,2,2,4,4,2,2,2,2,2,5,5,4,5,5,5,2,2,2,2,2,8,4,4,3,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,3,2,4,4,3,2,2,2,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,2,1,2,2,1,"1",1,1.6,1,22039,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5.66666666666667,61,3,18,41,-0.970805465434535,-0.872925382108028,-0.0272917385092412,-0.0389665840815901,2.57647108067951,8,5,4,1
"122",128,3,5,4,2,3,2,3,3,3,3,3,3,2,4,3,5,5,4,5,5,6,6,4,5,6,6,5,6,6,6,3,3,3,3,3,8,4,3,6,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,4,4,3,3,4,4,4,3,3,4,4,2,4,1,1,2,2,3,2,2,3,1,1,2,1,3,2,2,1,1,2,2,2,3,"5",1,12,2,22456,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,3.06666666666667,95,5,18,46,-0.36959598937863,0.611351922661022,-0.0272917385092412,0.526976660912931,-0.749766716599858,3,5,6,4
"123",129,5,4,3,2,6,5,5,4,3,2,2,6,3,3,4,3,3,4,2,4,2,4,3,2,5,5,4,4,4,4,2,2,2,2,2,7,3,3,2,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,2,2,2,2,3,4,3,2,2,3,3,3,3,1,1,1,2,3,2,1,2,2,1,2,0,2,1,3,2,1,1,2,2,2,"1",1,5.8,2,20830,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,3.8,63,4,25,34,-0.670200727406583,-0.785614952415731,1.16794645056214,-0.83128712707392,0.188402918530221,10,5,7,2
"124",130,3,4,4,3,5,3,4,4,5,5,3,5,3,4,5,5,6,5,5,4,3,3,5,5,5,5,5,5,5,4,3,2,5,4,5,7,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,2,4,3,4,4,3,3,4,3,2,4,2,1,2,3,3,2,2,3,2,3,2,1,1,1,1,2,2,1,2,2,3,"1",1,4,2,22069,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,4,89,8,8,44,0.532218224705228,0.349420633584131,-1.73477486575407,0.300599362915123,0.444267364474788,5,0,1,1
"125",131,5,5,4,3,5,5,5,5,4,5,4,5,5,5,5,4,6,4,6,4,3,3,6,5,5,4,5,5,4,4,3,3,3,3,4,8,4,3,3,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,4,3,4,3,3,3,4,2,2,3,3,3,2,1,1,2,1,1,2,2,2,1,1,2,1,1,0,1,1,1,0,2,2,2,"1",1,7,2,22372,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66666666666667,84,1,20,39,-1.57201494149044,0.131144559353389,0.314204886939725,-0.265343882079399,1.29714885095668,6,4,7,3
"126",132,5,3,3,2,5,1,3,5,3,5,5,5,1,2,2,6,4,7,5,3,5,6,6,5,6,6,5,6,5,5,3,5,3,7,5,7,3,2,6,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,4,4,4,5,3,3,4,4,3,4,3,4,4,1,1,1,3,3,2,1,3,2,2,4,0,3,3,2,1,1,1,2,2,3,"1",1,4.5,2,18418,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,3.33333333333333,103,7,15,49,0.231613486677275,0.960593641430211,-0.539536676682691,0.866542607909644,-0.408614122007102,6,5,1,2
"127",133,5,5,6,3,5,3,5,3,4,5,2,6,3,3,6,7,7,6,7,6,3,6,7,6,7,7,7,5,7,7,1,2,3,6,5,7,4,2,3,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,4,5,5,5,3,4,5,5,5,5,4,4,5,2,1,0,3,2,2,1,3,3,4,4,0,2,1,1,3,1,1,2,2,4,"1",1,1,2,22378,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,4.26666666666667,112,7,18,59,0.231613486677275,1.35349057504555,-0.0272917385092412,1.99842909789869,0.785419959067544,6,4,4,3
"129",135,3,2,3,1,2,5,3,2,2,1,2,3,3,2,1,5,6,4,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,3,1,4,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,4,3,4,4,2,4,4,2,4,2,4,1,4,0,4,0,2,2,2,"1",1,7.1,1,21997,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,2.33333333333333,133,11,24,65,1.43403243878909,2.27025008681467,0.997198137837658,2.67756099189211,-1.68793635172994,4,7,10,3
"130",136,2,5,2,1,4,4,1,2,1,1,1,1,1,1,1,6,7,5,5,7,4,5,7,5,6,7,5,5,3,3,1,2,2,2,1,6,3,2,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,4,2,2,4,3,2,4,5,4,3,3,2,4,3,2,3,4,4,4,2,3,3,2,1,1,2,4,4,3,2,2,2,2,2,"1",1,6.6,1,22165,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1.86666666666667,88,12,16,42,1.73463717681704,0.305765418737983,-0.368788363958207,0.0742220649173141,-2.28495339226726,3,5,5,2
"131",137,5,4,3,1,3,5,5,3,5,4,3,5,2,2,4,6,4,6,6,5,5,6,7,7,6,6,6,6,6,1,4,3,5,7,7,7,3,2,4,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,5,5,2,4,4,4,4,3,5,4,3,4,4,3,2,1,3,3,3,2,3,3,2,1,0,2,2,1,2,1,0,2,2,1,"4",1,2,2,22459,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,3.6,109,8,21,51,0.532218224705228,1.2225249305071,0.484953199664208,1.09291990590745,-0.0674615274143462,6,6,6,3
"132",138,5,5,5,3,5,5,3,3,4,4,5,5,2,4,2,3,5,5,5,3,2,6,2,5,6,6,2,3,3,2,2,3,5,5,1,7,2,3,7,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,4,4,1,2,3,3,4,2,2,4,3,4,4,2,1,1,3,3,2,2,3,1,1,2,0,2,1,0,1,1,1,2,2,3,"1",1,3,2,17092,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,74,4,20,40,-0.670200727406583,-0.305407589108097,0.314204886939725,-0.152155233080494,0.444267364474788,6,6,7,0
"133",139,4,2,1,4,1,1,2,3,1,4,2,1,4,3,2,5,7,3,5,5,2,2,5,4,2,5,3,2,6,1,2,2,7,3,6,8,3,4,4,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,3,1,2,5,3,2,5,4,2,3,4,3,5,4,3,4,4,3,2,4,4,3,4,4,1,2,3,1,0,3,2,2,2,4,"1",1,7.1,2,21961,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,2.33333333333333,77,13,16,42,2.03524191484499,-0.174441944569651,-0.368788363958207,0.0742220649173141,-1.68793635172994,3,5,6,1
"134",140,3,3,3,2,3,1,4,3,4,4,2,3,3,3,6,3,4,5,4,2,1,3,2,5,4,5,5,4,5,3,2,2,2,5,4,8,3,4,3,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,4,3,2,3,3,4,4,4,3,4,4,4,4,3,1,0,2,4,3,1,2,2,1,3,1,3,2,4,4,2,2,2,2,2,"1",1,5.4,2,NA,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,3.13333333333333,70,9,16,46,0.83282296273318,-0.480028448492691,-0.368788363958207,0.526976660912931,-0.66447856795167,7,4,3,1
"135",141,4,2,4,2,2,3,2,3,3,3,2,6,3,3,3,5,6,5,6,5,3,3,7,2,1,6,3,3,2,1,1,4,4,1,5,6,2,3,5,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,4,4,2,3,2,2,4,1,2,4,3,4,3,2,3,3,4,1,2,2,3,0,3,2,1,2,3,2,2,1,1,2,2,2,"1",1,4,2,NA,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,3,73,8,21,38,0.532218224705228,-0.349062803954245,0.484953199664208,-0.378532531078303,-0.835054865248048,6,4,8,2
